gene_name	gene_id	total_exonic_length
NPHS2	ENSG00000116218.13	1870
NPIPA1	ENSG00000183426.17	1084
NPIPA5	ENSG00000183793.14	1084
NPIPA8	ENSG00000214940.9	1588
NPIPA9	ENSG00000233024.7	1547
NPIPB12	ENSG00000169203.17	1216
NPIPB5	ENSG00000243716.12	6463
NPIPB9	ENSG00000196993.8	2123
NPL	ENSG00000135838.14	2543
NPLOC4	ENSG00000182446.14	4381
NPM1	ENSG00000181163.14	1320
NPM2	ENSG00000158806.14	1490
NPM3	ENSG00000107833.11	910
NPNT	ENSG00000168743.13	4561
NPPA	ENSG00000175206.11	855
NPPB	ENSG00000120937.9	708
NPR1	ENSG00000169418.10	4185
NPR2	ENSG00000159899.16	4248
NPR3	ENSG00000113389.16	7457
NPRL2	ENSG00000114388.14	1542
NPSR1	ENSG00000187258.14	1634
NPTN	ENSG00000156642.17	2420
NPTX1	ENSG00000171246.7	5439
NPTX2	ENSG00000106236.4	2713
NPTXR	ENSG00000221890.6	5830
NPVF	ENSG00000105954.2	1190
NPW	ENSG00000183971.10	751
NPY	ENSG00000122585.8	555
NPY1R	ENSG00000164128.7	2762
NPY2R	ENSG00000185149.6	3619
NPY4R	ENSG00000204174.8	2033
NPY4R2	ENSG00000264717.6	2033
NPY5R	ENSG00000164129.12	1890
NQO1	ENSG00000181019.13	2521
NQO2	ENSG00000124588.22	1073
NR0B1	ENSG00000169297.8	1813
NR0B2	ENSG00000131910.5	1165
NR1D1	ENSG00000126368.6	2630
NR1D2	ENSG00000174738.13	5231
NR1H2	ENSG00000131408.15	2416
NR1H3	ENSG00000025434.19	1852
NR1H4	ENSG00000012504.15	2739
NR1I2	ENSG00000144852.20	2802
NR1I3	ENSG00000143257.12	1371
NR2C2AP	ENSG00000184162.15	1290
NR2E1	ENSG00000112333.12	3244
NR2E3	ENSG00000278570.5	1992
NR2F1	ENSG00000175745.15	3843
NR2F2	ENSG00000185551.15	5287
NR2F6	ENSG00000160113.6	2383
NR3C1	ENSG00000113580.15	6778
NR3C2	ENSG00000151623.15	5792
NR4A1	ENSG00000123358.20	2485
NR4A2	ENSG00000153234.16	3472
NR4A3	ENSG00000119508.18	5604
NR5A1	ENSG00000136931.10	3074
NR5A2	ENSG00000116833.14	4969
NR6A1	ENSG00000148200.17	7065
NRAP	ENSG00000197893.14	5613
NRAS	ENSG00000213281.5	4326
NRBF2	ENSG00000148572.16	1813
NRBP1	ENSG00000115216.14	2176
NRDC	ENSG00000078618.23	3594
NRDE2	ENSG00000119720.18	14008
NREP	ENSG00000134986.14	1942
NRF1	ENSG00000106459.15	3518
NRG1	ENSG00000157168.20	11983
NRG2	ENSG00000158458.21	3919
NRG3	ENSG00000185737.13	3811
NRG4	ENSG00000169752.17	3212
NRGN	ENSG00000154146.13	1210
NRIP2	ENSG00000053702.15	2757
NRIP3	ENSG00000175352.12	3761
NRK	ENSG00000123572.17	8066
NRM	ENSG00000137404.15	1411
NRN1	ENSG00000124785.9	1582
NRN1L	ENSG00000188038.8	626
NRP1	ENSG00000099250.18	5640
NRP2	ENSG00000118257.17	6644
NRROS	ENSG00000174004.6	2556
NRSN1	ENSG00000152954.12	2380
NRTN	ENSG00000171119.3	1528
NSA2	ENSG00000164346.10	4337
NSD1	ENSG00000165671.22	13042
NSD2	ENSG00000109685.19	7560
NSD3	ENSG00000147548.17	10768
NSDHL	ENSG00000147383.11	1833
NSF	ENSG00000073969.18	3983
NSFL1C	ENSG00000088833.18	2721
NSG1	ENSG00000168824.15	2279
NSG2	ENSG00000170091.11	2350
NSL1	ENSG00000117697.15	13115
NSMAF	ENSG00000035681.9	3574
NSMCE1	ENSG00000169189.17	1042
NSMCE2	ENSG00000156831.8	1188
NSMCE4A	ENSG00000107672.15	1391
NSMF	ENSG00000165802.23	3649
NSRP1	ENSG00000126653.18	2506
NSUN2	ENSG00000037474.15	3056
NSUN3	ENSG00000178694.10	6431
NSUN4	ENSG00000117481.11	4347
NSUN5	ENSG00000130305.17	2336
NSUN6	ENSG00000241058.4	2166
NSUN7	ENSG00000179299.17	4839
NT5C	ENSG00000125458.7	901
NT5C1A	ENSG00000116981.4	9068
NT5C1B	ENSG00000185013.17	2679
NT5C2	ENSG00000076685.19	3525
NT5C3A	ENSG00000122643.23	1667
NT5DC1	ENSG00000178425.14	6919
NT5DC3	ENSG00000111696.12	7244
NT5E	ENSG00000135318.12	3562
NT5M	ENSG00000205309.14	1581
NTAN1	ENSG00000157045.9	1210
NTAQ1	ENSG00000156795.8	1519
NTF3	ENSG00000185652.12	1341
NTMT1	ENSG00000148335.15	1530
NTMT2	ENSG00000203740.4	2110
NTN1	ENSG00000065320.9	5986
NTN3	ENSG00000162068.2	2188
NTN4	ENSG00000074527.13	3621
NTN5	ENSG00000142233.14	1846
NTNG2	ENSG00000196358.12	4673
NTPCR	ENSG00000135778.12	6324
NTRK1	ENSG00000198400.13	2669
NTRK2	ENSG00000148053.18	8666
NTRK3	ENSG00000140538.17	20018
NTS	ENSG00000133636.11	1239
NTSR1	ENSG00000101188.5	4133
NTSR2	ENSG00000169006.7	1600
NUAK1	ENSG00000074590.14	5744
NUAK2	ENSG00000163545.11	3391
NUB1	ENSG00000013374.17	3109
NUBP1	ENSG00000103274.11	1231
NUBP2	ENSG00000095906.17	1349
NUBPL	ENSG00000151413.17	3040
NUCB1	ENSG00000104805.16	2406
NUCB2	ENSG00000070081.18	2300
NUCKS1	ENSG00000069275.13	6399
NUDC	ENSG00000090273.14	1792
NUDCD1	ENSG00000120526.12	3919
NUDCD2	ENSG00000170584.11	7967
NUDCD3	ENSG00000015676.18	8036
NUDT1	ENSG00000106268.16	658
NUDT10	ENSG00000122824.11	1925
NUDT11	ENSG00000196368.5	2381
NUDT12	ENSG00000112874.10	3488
NUDT14	ENSG00000183828.15	854
NUDT15	ENSG00000136159.4	1938
NUDT16	ENSG00000198585.12	6108
NUDT16L1	ENSG00000168101.15	1466
NUDT18	ENSG00000275074.2	1513
NUDT21	ENSG00000167005.14	4393
NUDT22	ENSG00000149761.9	1110
NUDT3	ENSG00000272325.2	9900
NUDT4	ENSG00000173598.14	9708
NUDT5	ENSG00000165609.13	3195
NUDT6	ENSG00000170917.14	1227
NUDT7	ENSG00000140876.11	1096
NUDT9	ENSG00000170502.13	2820
NUF2	ENSG00000143228.13	1964
NUFIP1	ENSG00000083635.8	3480
NUFIP2	ENSG00000108256.9	10877
NUMA1	ENSG00000137497.19	7198
NUMB	ENSG00000133961.21	3604
NUMBL	ENSG00000105245.9	3561
NUP107	ENSG00000111581.10	6213
NUP133	ENSG00000069248.12	5208
NUP153	ENSG00000124789.12	6026
NUP155	ENSG00000113569.16	8068
NUP160	ENSG00000030066.14	5228
NUP188	ENSG00000095319.14	5689
NUP205	ENSG00000155561.15	6264
NUP214	ENSG00000126883.19	7568
NUP35	ENSG00000163002.13	1545
NUP42	ENSG00000136243.18	1571
NUP43	ENSG00000120253.14	3831
NUP50	ENSG00000093000.19	5151
NUP54	ENSG00000138750.16	2249
NUP58	ENSG00000139496.18	4236
NUP62	ENSG00000213024.13	3361
NUP62CL	ENSG00000198088.10	1755
NUP85	ENSG00000125450.11	2133
NUP88	ENSG00000108559.13	3611
NUP93	ENSG00000102900.13	8234
NUP98	ENSG00000110713.18	6726
NUPR1	ENSG00000176046.9	5291
NUPR2	ENSG00000185290.4	620
NUS1	ENSG00000153989.8	4796
NUSAP1	ENSG00000137804.14	2263
NUTF2	ENSG00000102898.13	2120
NUTM2A	ENSG00000184923.12	3290
NUTM2D	ENSG00000214562.15	3214
NUTM2F	ENSG00000130950.15	2559
NVL	ENSG00000143748.18	2897
NWD1	ENSG00000188039.16	7764
NXF1	ENSG00000162231.14	2290
NXF2	ENSG00000269405.7	2336
NXF2B	ENSG00000269437.8	2401
NXF3	ENSG00000147206.17	1956
NXN	ENSG00000167693.17	3045
NXNL1	ENSG00000171773.3	918
NXPE3	ENSG00000144815.17	8568
NXPE4	ENSG00000137634.10	2187
NXPH1	ENSG00000122584.13	3265
NXPH2	ENSG00000144227.5	2709
NXPH3	ENSG00000182575.8	5635
NXPH4	ENSG00000182379.10	1805
NXT1	ENSG00000132661.4	1062
NXT2	ENSG00000101888.12	2602
NYAP2	ENSG00000144460.13	8316
NYX	ENSG00000188937.7	2414
OAF	ENSG00000184232.9	2262
OAS1	ENSG00000089127.15	1631
OAS2	ENSG00000111335.14	4622
OAS3	ENSG00000111331.14	6599
OASL	ENSG00000135114.14	3270
OAT	ENSG00000065154.12	2039
OBI1	ENSG00000152193.8	3507
OBP2A	ENSG00000122136.14	702
OBP2B	ENSG00000171102.16	698
OBSL1	ENSG00000124006.15	6105
OCA2	ENSG00000104044.16	3143
OCEL1	ENSG00000099330.9	1111
OCIAD1	ENSG00000109180.15	1958
OCIAD2	ENSG00000145247.12	1109
OCLN	ENSG00000197822.12	6181
OCM	ENSG00000122543.11	696
OCM2	ENSG00000135175.6	693
OCRL	ENSG00000122126.18	5173
ODAD2	ENSG00000169126.16	3603
ODAD3	ENSG00000198003.12	2123
ODAD4	ENSG00000204815.10	3146
ODAPH	ENSG00000174792.11	788
ODC1	ENSG00000115758.14	2476
ODF1	ENSG00000155087.4	1026
ODF3	ENSG00000177947.15	1284
ODF3L1	ENSG00000182950.3	1132
ODF3L2	ENSG00000181781.10	1589
ODF4	ENSG00000184650.11	1180
ODR4	ENSG00000157181.16	3820
OFD1	ENSG00000046651.16	3612
OGA	ENSG00000198408.14	5174
OGDH	ENSG00000105953.16	4193
OGDHL	ENSG00000197444.10	3706
OGFOD1	ENSG00000087263.17	4587
OGFOD2	ENSG00000111325.16	1757
OGFR	ENSG00000060491.17	2410
OGFRL1	ENSG00000119900.9	8492
OGG1	ENSG00000114026.22	1630
OGN	ENSG00000106809.11	3407
OGT	ENSG00000147162.15	5435
OIP5	ENSG00000104147.9	1201
OIT3	ENSG00000138315.13	2210
OLA1	ENSG00000138430.16	4251
OLAH	ENSG00000152463.15	1629
OLFM2	ENSG00000105088.9	1982
OLFM3	ENSG00000118733.17	3165
OLFM4	ENSG00000102837.7	2843
OLFML1	ENSG00000183801.8	2768
OLFML2A	ENSG00000185585.20	6567
OLFML2B	ENSG00000162745.11	3175
OLFML3	ENSG00000116774.12	1748
OLIG2	ENSG00000205927.5	2477
OLR1	ENSG00000173391.9	2456
OMA1	ENSG00000162600.12	1861
OMD	ENSG00000127083.8	4324
OMG	ENSG00000126861.5	1775
ONECUT1	ENSG00000169856.9	4352
ONECUT2	ENSG00000119547.6	16433
OOEP	ENSG00000203907.10	784
OOSP2	ENSG00000149507.7	1499
OPA3	ENSG00000125741.6	7811
OPALIN	ENSG00000197430.11	3252
OPCML	ENSG00000183715.14	6406
OPHN1	ENSG00000079482.14	7569
OPLAH	ENSG00000178814.17	4020
OPN1LW	ENSG00000102076.10	1242
OPN1MW	ENSG00000268221.6	1998
OPN1MW2	ENSG00000166160.9	1261
OPN1MW3	ENSG00000269433.4	1239
OPN1SW	ENSG00000128617.3	1106
OPN3	ENSG00000054277.14	2628
OPN4	ENSG00000122375.13	2383
OPN5	ENSG00000124818.15	3490
OPRD1	ENSG00000116329.12	9317
OPRK1	ENSG00000082556.14	4954
OPRM1	ENSG00000112038.18	15143
OPRPN	ENSG00000171199.11	983
OPTC	ENSG00000188770.10	1434
OPTN	ENSG00000123240.17	3479
ORAI1	ENSG00000276045.4	1496
ORAI3	ENSG00000175938.7	2204
ORC1	ENSG00000085840.13	3121
ORC2	ENSG00000115942.9	4288
ORC3	ENSG00000135336.16	2498
ORC4	ENSG00000115947.14	6547
ORC5	ENSG00000164815.11	1924
ORC6	ENSG00000091651.9	1615
ORM1	ENSG00000229314.6	764
ORM2	ENSG00000228278.5	759
ORMDL1	ENSG00000128699.14	2150
ORMDL2	ENSG00000123353.10	2019
ORMDL3	ENSG00000172057.10	2109
OS9	ENSG00000135506.17	2682
OSBP	ENSG00000110048.12	4713
OSBP2	ENSG00000184792.16	4261
OSBPL10	ENSG00000144645.16	3625
OSBPL11	ENSG00000144909.8	4598
OSBPL1A	ENSG00000141447.19	4152
OSBPL2	ENSG00000130703.17	3944
OSBPL3	ENSG00000070882.13	6749
OSBPL5	ENSG00000021762.20	3854
OSBPL6	ENSG00000079156.17	10652
OSBPL7	ENSG00000006025.12	3664
OSBPL8	ENSG00000091039.17	7204
OSBPL9	ENSG00000117859.19	3660
OSCAR	ENSG00000170909.14	1356
OSCP1	ENSG00000116885.18	1455
OSER1	ENSG00000132823.11	2109
OSGEP	ENSG00000092094.11	1976
OSGEPL1	ENSG00000128694.12	1910
OSGIN1	ENSG00000140961.14	1922
OSGIN2	ENSG00000164823.11	4230
OSM	ENSG00000099985.4	1865
OSMR	ENSG00000145623.13	5526
OSR1	ENSG00000143867.7	1906
OSR2	ENSG00000164920.10	1834
OST4	ENSG00000228474.6	442
OSTC	ENSG00000198856.13	1062
OSTF1	ENSG00000134996.12	1348
OSTM1	ENSG00000081087.16	4471
OTC	ENSG00000036473.8	1522
OTOF	ENSG00000115155.19	7214
OTOP1	ENSG00000163982.6	1981
OTOR	ENSG00000125879.5	1477
OTP	ENSG00000171540.8	2694
OTUB1	ENSG00000167770.13	1701
OTUB2	ENSG00000089723.10	3911
OTUD3	ENSG00000169914.6	6515
OTUD5	ENSG00000068308.15	2888
OTUD6B	ENSG00000155100.11	3148
OTUD7A	ENSG00000169918.10	10964
OTUD7B	ENSG00000264522.6	8922
OTULIN	ENSG00000154124.6	7969
OTULINL	ENSG00000145569.6	7040
OTX1	ENSG00000115507.10	2828
OVCA2	ENSG00000262664.3	1031
OVGP1	ENSG00000085465.13	2196
OVOL1	ENSG00000172818.10	2988
OVOL2	ENSG00000125850.11	1583
OXA1L	ENSG00000155463.14	2806
OXCT1	ENSG00000083720.13	3294
OXLD1	ENSG00000204237.5	637
OXNAD1	ENSG00000154814.14	3916
OXR1	ENSG00000164830.19	4691
OXSM	ENSG00000151093.8	1506
OXSR1	ENSG00000172939.9	4517
OXT	ENSG00000101405.3	513
OXTR	ENSG00000180914.11	4387
P2RX1	ENSG00000108405.4	2662
P2RX3	ENSG00000109991.10	3792
P2RX4	ENSG00000135124.16	1760
P2RX5	ENSG00000083454.23	2060
P2RX6	ENSG00000099957.17	2727
P2RX7	ENSG00000089041.17	5113
P2RY10	ENSG00000078589.13	3517
P2RY11	ENSG00000244165.2	1788
P2RY12	ENSG00000169313.10	2244
P2RY13	ENSG00000181631.7	2765
P2RY14	ENSG00000174944.9	2588
P2RY2	ENSG00000175591.12	8619
P2RY6	ENSG00000171631.16	2356
P2RY8	ENSG00000182162.11	4267
P2RY8	ENSG00000182162.11_PAR_Y	NA
P3H1	ENSG00000117385.16	2591
P3H2	ENSG00000090530.10	3477
P3H3	ENSG00000110811.20	2631
P3H4	ENSG00000141696.13	2352
P4HA1	ENSG00000122884.13	2743
P4HA2	ENSG00000072682.20	4547
P4HA3	ENSG00000149380.12	2255
P4HB	ENSG00000185624.16	2437
P4HTM	ENSG00000178467.18	1771
PA2G4	ENSG00000170515.14	2386
PAAF1	ENSG00000175575.13	4954
PABIR2	ENSG00000156504.17	4377
PABPC1	ENSG00000070756.17	2861
PABPC4	ENSG00000090621.15	3142
PABPC5	ENSG00000174740.8	3206
PABPN1	ENSG00000100836.11	1811
PABPN1L	ENSG00000205022.9	1314
PACC1	ENSG00000065600.13	2469
PACRG	ENSG00000112530.12	1549
PACS1	ENSG00000175115.13	4571
PACS2	ENSG00000179364.15	6361
PACSIN1	ENSG00000124507.11	4286
PACSIN2	ENSG00000100266.19	3251
PACSIN3	ENSG00000165912.16	1873
PADI1	ENSG00000142623.11	3846
PADI2	ENSG00000117115.13	4361
PADI3	ENSG00000142619.4	3189
PADI4	ENSG00000159339.13	2267
PADI6	ENSG00000276747.1	2396
PAEP	ENSG00000122133.17	992
PAF1	ENSG00000006712.15	2200
PAFAH1B1	ENSG00000007168.14	5589
PAFAH1B2	ENSG00000168092.14	4175
PAFAH1B3	ENSG00000079462.8	1054
PAFAH2	ENSG00000158006.14	3487
PAGE1	ENSG00000068985.5	659
PAGE2	ENSG00000234068.7	541
PAGE2B	ENSG00000238269.9	540
PAGE3	ENSG00000204279.8	812
PAGE4	ENSG00000101951.17	790
PAGE5	ENSG00000158639.13	553
PAGR1	ENSG00000280789.2	3874
PAH	ENSG00000171759.10	3759
PAICS	ENSG00000128050.9	6371
PAIP1	ENSG00000172239.14	2780
PAIP2	ENSG00000120727.13	1456
PAIP2B	ENSG00000124374.9	6300
PAK1	ENSG00000149269.10	3459
PAK1IP1	ENSG00000111845.5	1523
PAK3	ENSG00000077264.16	9126
PAK5	ENSG00000101349.17	4728
PALB2	ENSG00000083093.11	4008
PALD1	ENSG00000107719.10	4610
PALLD	ENSG00000129116.19	5858
PALM	ENSG00000099864.18	2891
PALMD	ENSG00000099260.12	2334
PALS1	ENSG00000072415.10	5468
PALS2	ENSG00000105926.16	8346
PAM	ENSG00000145730.21	3990
PAM16	ENSG00000217930.8	533
PAMR1	ENSG00000149090.13	2723
PAN2	ENSG00000135473.16	4523
PANK1	ENSG00000152782.18	3155
PANK2	ENSG00000125779.24	8020
PANK3	ENSG00000120137.7	10274
PANK4	ENSG00000157881.16	2641
PANX1	ENSG00000110218.9	2852
PANX3	ENSG00000154143.3	1729
PAOX	ENSG00000148832.16	1830
PAPOLA	ENSG00000090060.19	4515
PAPOLG	ENSG00000115421.13	7348
PAPPA	ENSG00000182752.10	10971
PAPPA2	ENSG00000116183.11	9683
PAPSS1	ENSG00000138801.9	2513
PAPSS2	ENSG00000198682.13	3699
PAQR3	ENSG00000163291.14	9811
PAQR4	ENSG00000162073.14	2685
PAQR5	ENSG00000137819.14	5372
PAQR6	ENSG00000160781.17	1969
PAQR8	ENSG00000170915.9	4715
PARD3	ENSG00000148498.17	5971
PARD3B	ENSG00000116117.19	8492
PARD6A	ENSG00000102981.10	1244
PARD6B	ENSG00000124171.9	4579
PARD6G	ENSG00000178184.16	3836
PARG	ENSG00000227345.9	4294
PARK7	ENSG00000116288.13	1127
PARL	ENSG00000175193.14	1501
PARM1	ENSG00000169116.11	5011
PARN	ENSG00000140694.18	3071
PARP1	ENSG00000143799.14	3978
PARP10	ENSG00000178685.14	3505
PARP11	ENSG00000111224.14	4449
PARP12	ENSG00000059378.13	3021
PARP14	ENSG00000173193.15	7694
PARP15	ENSG00000173200.13	5002
PARP2	ENSG00000129484.14	1827
PARP3	ENSG00000041880.15	2337
PARP4	ENSG00000102699.6	5437
PARP8	ENSG00000151883.19	7475
PARS2	ENSG00000162396.6	2356
PARVA	ENSG00000197702.14	8627
PARVB	ENSG00000188677.15	5394
PARVG	ENSG00000138964.17	3488
PASD1	ENSG00000166049.11	3110
PASK	ENSG00000115687.14	4540
PATE1	ENSG00000171053.10	1541
PATE2	ENSG00000196844.9	1666
PATE3	ENSG00000236027.3	1320
PATL1	ENSG00000166889.14	4129
PATZ1	ENSG00000100105.18	3895
PAWR	ENSG00000177425.11	8991
PAX1	ENSG00000125813.15	5342
PAX2	ENSG00000075891.23	4189
PAX3	ENSG00000135903.20	3359
PAX5	ENSG00000196092.14	8704
PAX7	ENSG00000009709.12	6213
PAX8	ENSG00000125618.18	4055
PAX9	ENSG00000198807.13	4166
PAXBP1	ENSG00000159086.15	3892
PAXX	ENSG00000148362.11	808
PBDC1	ENSG00000102390.11	1185
PBK	ENSG00000168078.10	1836
PBRM1	ENSG00000163939.18	5145
PBX1	ENSG00000185630.20	7087
PBX2	ENSG00000204304.12	3229
PBX3	ENSG00000167081.18	2840
PBX4	ENSG00000105717.14	1495
PBXIP1	ENSG00000163346.17	3207
PCBD1	ENSG00000166228.9	787
PCBD2	ENSG00000132570.15	2365
PCBP2	ENSG00000197111.16	3159
PCBP4	ENSG00000090097.22	2156
PCCA	ENSG00000175198.17	2484
PCCB	ENSG00000114054.14	1799
PCDH10	ENSG00000138650.9	8510
PCDH12	ENSG00000113555.6	5706
PCDH17	ENSG00000118946.12	8300
PCDH18	ENSG00000189184.12	5925
PCDH19	ENSG00000165194.15	9756
PCDH20	ENSG00000280165.2	5105
PCDH8	ENSG00000136099.13	5088
PCDH9	ENSG00000184226.15	6227
PCDHA1	ENSG00000204970.10	5414
PCDHA10	ENSG00000250120.8	5409
PCDHA11	ENSG00000249158.7	5407
PCDHA12	ENSG00000251664.5	5401
PCDHA13	ENSG00000239389.8	5408
PCDHA2	ENSG00000204969.7	5370
PCDHA3	ENSG00000255408.4	5404
PCDHA4	ENSG00000204967.12	5374
PCDHA5	ENSG00000204965.9	5384
PCDHA6	ENSG00000081842.18	5395
PCDHA7	ENSG00000204963.6	5339
PCDHA8	ENSG00000204962.6	5398
PCDHA9	ENSG00000204961.7	5377
PCDHAC1	ENSG00000248383.5	5896
PCDHAC2	ENSG00000243232.6	5725
PCDHGA1	ENSG00000204956.6	4769
PCDHGA10	ENSG00000253846.3	4802
PCDHGA11	ENSG00000253873.6	4787
PCDHGA12	ENSG00000253159.3	4854
PCDHGA2	ENSG00000081853.15	4813
PCDHGA3	ENSG00000254245.3	4806
PCDHGA4	ENSG00000262576.3	4778
PCDHGA5	ENSG00000253485.3	4767
PCDHGA6	ENSG00000253731.3	4794
PCDHGA7	ENSG00000253537.3	4759
PCDHGA8	ENSG00000253767.3	4782
PCDHGA9	ENSG00000261934.3	4776
PCDHGB1	ENSG00000254221.3	4748
PCDHGB2	ENSG00000253910.3	4740
PCDHGB3	ENSG00000262209.3	4745
PCDHGB4	ENSG00000253953.3	4761
PCDHGB5	ENSG00000276547.2	4755
PCDHGB6	ENSG00000253305.3	4777
PCDHGB7	ENSG00000254122.3	4775
PCDHGC3	ENSG00000240184.7	4758
PCDHGC4	ENSG00000242419.6	4763
PCDHGC5	ENSG00000240764.4	4797
PCED1A	ENSG00000132635.17	1979
PCED1B	ENSG00000179715.13	2310
PCGF1	ENSG00000115289.14	907
PCGF2	ENSG00000277258.5	2634
PCGF5	ENSG00000180628.15	7149
PCGF6	ENSG00000156374.16	2236
PCIF1	ENSG00000100982.12	2689
PCK1	ENSG00000124253.11	4320
PCK2	ENSG00000100889.12	2179
PCLAF	ENSG00000166803.14	2132
PCM1	ENSG00000078674.19	8652
PCMT1	ENSG00000120265.20	1686
PCNA	ENSG00000132646.11	1276
PCNP	ENSG00000081154.12	2285
PCNT	ENSG00000160299.19	10526
PCNX1	ENSG00000100731.16	12865
PCOLCE	ENSG00000106333.13	1516
PCOLCE2	ENSG00000163710.9	1896
PCP2	ENSG00000174788.10	747
PCP4	ENSG00000183036.11	534
PCP4L1	ENSG00000248485.2	1406
PCSK1	ENSG00000175426.11	5136
PCSK1N	ENSG00000102109.9	1025
PCSK2	ENSG00000125851.10	4691
PCSK4	ENSG00000115257.15	2603
PCSK6	ENSG00000140479.18	4272
PCSK7	ENSG00000160613.15	4197
PCSK9	ENSG00000169174.11	3637
PCTP	ENSG00000141179.14	1972
PCYOX1	ENSG00000116005.12	5339
PCYT1A	ENSG00000161217.12	5546
PCYT1B	ENSG00000102230.14	5558
PCYT2	ENSG00000185813.11	5089
PDAP1	ENSG00000106244.13	2604
PDC	ENSG00000116703.14	1234
PDCD1	ENSG00000188389.11	2097
PDCD10	ENSG00000114209.15	2133
PDCD11	ENSG00000148843.15	6477
PDCD1LG2	ENSG00000197646.8	2432
PDCD2	ENSG00000071994.11	3355
PDCD2L	ENSG00000126249.8	1157
PDCD4	ENSG00000150593.18	3481
PDCD5	ENSG00000105185.12	603
PDCD6	ENSG00000249915.9	1110
PDCD6IP	ENSG00000170248.15	5884
PDCD7	ENSG00000090470.15	2823
PDCL	ENSG00000136940.14	3017
PDCL2	ENSG00000163440.12	900
PDCL3	ENSG00000115539.14	1038
PDE10A	ENSG00000112541.19	9334
PDE11A	ENSG00000128655.19	9305
PDE12	ENSG00000174840.9	8780
PDE1B	ENSG00000123360.12	3193
PDE2A	ENSG00000186642.16	4284
PDE3A	ENSG00000172572.7	12486
PDE3B	ENSG00000152270.9	5995
PDE4A	ENSG00000065989.16	4897
PDE4B	ENSG00000184588.18	4531
PDE4C	ENSG00000105650.23	5030
PDE4D	ENSG00000113448.20	8160
PDE5A	ENSG00000138735.16	6959
PDE6A	ENSG00000132915.12	5645
PDE6B	ENSG00000133256.13	3294
PDE6C	ENSG00000095464.10	3358
PDE6D	ENSG00000156973.14	1140
PDE6G	ENSG00000185527.12	988
PDE6H	ENSG00000139053.3	727
PDE7A	ENSG00000205268.11	6961
PDE7B	ENSG00000171408.14	5385
PDE8A	ENSG00000073417.15	4036
PDE8B	ENSG00000113231.14	4606
PDE9A	ENSG00000160191.18	2192
PDF	ENSG00000258429.2	2859
PDGFA	ENSG00000197461.13	2742
PDGFB	ENSG00000100311.17	3728
PDGFC	ENSG00000145431.11	4570
PDGFD	ENSG00000170962.13	3838
PDGFRA	ENSG00000134853.12	6378
PDGFRB	ENSG00000113721.14	5700
PDHA1	ENSG00000131828.14	3349
PDHB	ENSG00000168291.13	1507
PDHX	ENSG00000110435.13	2500
PDIA2	ENSG00000185615.16	1686
PDIA3	ENSG00000167004.14	3680
PDIA5	ENSG00000065485.20	1844
PDIA6	ENSG00000143870.13	2279
PDIK1L	ENSG00000175087.10	4113
PDILT	ENSG00000169340.10	2148
PDK1	ENSG00000152256.14	14072
PDK2	ENSG00000005882.12	3364
PDK3	ENSG00000067992.17	1741
PDK4	ENSG00000004799.8	3601
PDLIM1	ENSG00000107438.9	1431
PDLIM2	ENSG00000120913.24	1577
PDLIM4	ENSG00000131435.13	2257
PDLIM5	ENSG00000163110.15	6043
PDLIM7	ENSG00000196923.14	1712
PDP1	ENSG00000164951.16	4210
PDP2	ENSG00000172840.7	6997
PDPK1	ENSG00000140992.19	7184
PDPN	ENSG00000162493.17	2737
PDPR	ENSG00000090857.14	8549
PDRG1	ENSG00000088356.6	1957
PDS5A	ENSG00000121892.15	7131
PDS5B	ENSG00000083642.19	7472
PDSS1	ENSG00000148459.16	1584
PDSS2	ENSG00000164494.12	3536
PDX1	ENSG00000139515.6	2603
PDXDC1	ENSG00000179889.20	4598
PDXK	ENSG00000160209.19	7341
PDXP	ENSG00000241360.2	2012
PDYN	ENSG00000101327.9	2556
PDZD11	ENSG00000120509.12	991
PDZD2	ENSG00000133401.16	11984
PDZD3	ENSG00000172367.16	2259
PDZD4	ENSG00000067840.13	3761
PDZD8	ENSG00000165650.12	9672
PDZK1	ENSG00000174827.14	2065
PDZK1IP1	ENSG00000162366.8	838
PDZRN3	ENSG00000121440.15	4251
PEA15	ENSG00000162734.13	2420
PEBP1	ENSG00000089220.5	1431
PEBP4	ENSG00000134020.8	901
PECAM1	ENSG00000261371.6	6813
PECR	ENSG00000115425.14	1867
PEDS1	ENSG00000240849.11	7703
PEDS1-UBE2V1	ENSG00000124208.16	2757
PEF1	ENSG00000162517.13	1614
PEG3	ENSG00000198300.14	8754
PELI1	ENSG00000197329.12	3716
PELI2	ENSG00000139946.10	5871
PELI3	ENSG00000174516.15	2704
PELO	ENSG00000152684.11	4371
PELP1	ENSG00000141456.16	5084
PEMT	ENSG00000133027.18	1021
PENK	ENSG00000181195.11	1251
PEPD	ENSG00000124299.16	1907
PER1	ENSG00000179094.16	4676
PER2	ENSG00000132326.12	6380
PER3	ENSG00000049246.15	6365
PERP	ENSG00000112378.12	4198
PES1	ENSG00000100029.18	2265
PET100	ENSG00000229833.11	663
PET117	ENSG00000232838.4	1151
PEX1	ENSG00000127980.16	4369
PEX10	ENSG00000157911.11	2835
PEX11A	ENSG00000166821.9	2708
PEX11B	ENSG00000131779.11	1620
PEX11G	ENSG00000104883.8	1078
PEX12	ENSG00000108733.11	2617
PEX13	ENSG00000162928.9	4472
PEX14	ENSG00000142655.13	1922
